true,iso_pred,iso_score,svm_pred,svm_score
0,0,-0.2576535412027024,0,-0.14916294862260732
0,0,-0.28215650128668757,0,-0.15650448197197442
0,0,-0.2769008673687646,0,-0.14860846299045494
0,0,-0.26910839743554427,0,-0.09350978116878023
0,0,-0.23770395632258312,0,-0.13215242984444564
0,0,-0.25429230121429713,0,-0.11177306106245732
0,0,-0.2457329250610597,0,-0.1447698418596996
0,0,-0.27825896523632004,0,-0.15532059856772484
0,0,-0.2639273771853409,0,-0.1042983318875716
0,0,-0.2070516684047674,0,-0.09219456697702655
0,0,-0.27483358589579976,0,-0.16379204359611527
0,0,-0.21497190312087616,0,-0.08711575502418278
0,0,-0.28951492492663033,0,-0.15935270211388286
0,0,-0.22434636452412282,0,-0.07766556613298092
0,0,-0.2595163734683819,0,-0.17724367586390133
0,0,-0.23515540224918746,0,-0.07121241190147246
0,0,-0.2694387710592146,0,-0.11878134236589993
0,0,-0.2607090983338693,0,-0.06162416132483292
0,0,-0.24048888601870355,0,-0.11224408889277587
0,0,-0.24530967165162432,0,-0.07297640056429705
0,0,-0.20943078305859097,0,-0.11892486441946398
0,0,-0.25673186821729255,0,-0.10601934408939012
0,0,-0.26465096848347314,0,-0.14895367833017115
0,0,-0.2186533909858493,0,-0.04178837337936722
0,0,-0.27474197530678784,0,-0.1239014739887383
0,0,-0.26937140302542806,0,-0.12323613150292684
0,0,-0.21897541330119757,0,-0.0609855055635776
0,0,-0.24309789371814122,0,-0.16588780540706655
0,0,-0.26803412144180033,0,-0.12277479426192905
0,0,-0.23724035902673618,0,-0.07737136114587995
0,0,-0.21204578111235045,0,-0.1273046404693039
0,0,-0.2343282824440095,0,-0.19014629431717905
0,0,-0.28387739992319744,0,-0.16113807107818207
0,0,-0.264320635546447,0,-0.0745583351161345
0,0,-0.27678146901439904,0,-0.16085781160646678
0,0,-0.23266390230731965,0,-0.12474114985766299
0,0,-0.24238656055747676,0,-0.08475171839198842
0,0,-0.27491137584890357,0,-0.1767014624278458
0,0,-0.23883875565984114,0,-0.14415855875388867
0,0,-0.2666148069143726,0,-0.19687853334961702
0,0,-0.24134587410572655,0,-0.09813668443537832
0,0,-0.27639365000239174,0,-0.11359627722012017
0,0,-0.21171615455840093,0,-0.09868235844098111
0,0,-0.2429437640381794,0,-0.06916233483491405
0,0,-0.26648885519016025,0,-0.14524541778974837
0,0,-0.25121547127519384,0,-0.07828026273187239
0,0,-0.2028273393565469,0,-0.032735569301733825
0,0,-0.15937040865058888,0,-0.04729252206914411
0,0,-0.26542898502819806,0,-0.17557662865609275
0,0,-0.28716885617568483,0,-0.16089315541924842
0,0,-0.14773766850498005,1,0.029626661934133963
0,0,-0.24780772579466992,0,-0.06909238985045538
0,0,-0.2865441058907609,0,-0.1547070286050956
0,0,-0.2585808753152327,0,-0.11768438484559313
0,0,-0.22792530223714175,0,-0.14323300957584661
0,0,-0.23744729722936098,0,-0.07815402921231462
0,0,-0.2665959181840543,0,-0.1775144252798655
0,0,-0.24423315239097126,0,-0.11733219043095255
0,0,-0.2745934515249989,0,-0.16661128683692722
0,0,-0.28406986650193633,0,-0.14213531740876245
0,0,-0.25763693060947956,0,-0.14782415786930636
0,0,-0.26647196198838086,0,-0.08187350682541711
0,0,-0.2011959039563101,0,-0.041186523222395105
0,0,-0.23701300107384132,0,-0.06110997504917062
0,0,-0.2215776729480452,0,-0.15143850732373393
0,0,-0.18290187649914108,0,-0.07526708619273362
0,0,-0.14695147928822294,0,-0.02320035627164929
0,0,-0.23066120840345394,0,-0.03499417285641482
0,0,-0.27222743976732494,0,-0.15574045356341015
0,0,-0.26916795586130043,0,-0.14026529868035936
0,0,-0.12454986667020562,1,0.060424059911938666
0,0,-0.23002710608022525,0,-0.12202881822483319
0,0,-0.2590911101161774,0,-0.1719561877326315
0,0,-0.17191947532757895,0,-0.05372297139871396
0,0,-0.21669688715913482,0,-0.08495594792166733
0,0,-0.2594623327710684,0,-0.10323174868057489
0,0,-0.2362329660233774,0,-0.0582992306982362
0,0,-0.2723950901491958,0,-0.09915895724405893
0,0,-0.2293257248076272,0,-0.11795577226496823
0,0,-0.2681185974404613,0,-0.08226732801169484
0,0,-0.27944226446127396,0,-0.1528516450534021
0,0,-0.2549864611959137,0,-0.06959406437688598
0,0,-0.28634386907966164,0,-0.1220611511428108
0,0,-0.244791554329287,0,-0.14043433720829124
0,0,-0.2453793411283714,0,-0.08704179142210317
0,0,-0.2441040588627213,0,-0.07225626506928268
0,0,-0.22545507810950288,0,-0.08058924183813232
0,0,-0.23759905785454621,0,-0.06624836955131841
0,0,-0.27831746721052214,0,-0.15225405069880354
0,0,-0.2786835119280464,0,-0.12992494650745245
0,0,-0.26012303364937056,0,-0.14920804770881602
0,0,-0.27843134353061394,0,-0.11962711017732397
0,0,-0.25369549207566156,0,-0.13889726021502824
0,0,-0.19940136754774912,0,-0.030496655858415878
0,0,-0.26597082410110146,0,-0.09520367852833911
0,0,-0.24698284526251146,0,-0.0758141517880925
0,0,-0.24098362556032976,0,-0.06944135623716541
0,0,-0.2615620332371442,0,-0.1163196336555305
0,0,-0.24136603513323807,0,-0.11801706513392307
0,0,-0.23564910914771847,0,-0.09047903395144741
0,0,-0.23275792247080562,0,-0.08211274048874784
0,0,-0.25307850179092845,0,-0.06800187843943159
0,0,-0.23124096134188055,0,-0.04823303465272741
0,0,-0.269761224199277,0,-0.10643129588817268
0,0,-0.25146714357403344,0,-0.07104540134649975
0,0,-0.2497244354621414,0,-0.10805347839531404
0,0,-0.12688317471164656,0,-0.013344223468103156
0,0,-0.21756792681241344,0,-0.06224776622935774
0,0,-0.2443088621313813,0,-0.08474577591850568
0,0,-0.23828106091434986,0,-0.07167398652520307
0,0,-0.2133570830256013,0,-0.06376558298347806
0,0,-0.21446148889614247,0,-0.05186358554026241
0,0,-0.27786753939311737,0,-0.13781002294950095
0,0,-0.28655795770210474,0,-0.15713573170173084
0,0,-0.2932544358750407,0,-0.12673575995180225
0,0,-0.23459043896803966,0,-0.04344814614734194
0,0,-0.22418528925064685,0,-0.09598862938533698
0,0,-0.25614797644985937,0,-0.07605992017213842
0,0,-0.24701295724377365,0,-0.05076043548025069
0,0,-0.28648014118579057,0,-0.13587731371428935
0,0,-0.19972675785255523,0,-0.0750359835773268
0,0,-0.2578107617564972,0,-0.036374470511316676
0,0,-0.2455138804232621,0,-0.08140777660023629
0,0,-0.281990712168297,0,-0.1098799815965682
0,0,-0.27967743785491556,0,-0.1222527806049239
0,0,-0.2391011799693678,0,-0.06159073936477363
0,0,-0.2377654935996465,0,-0.08055132174585883
0,0,-0.21889585061306416,0,-0.07508169886804386
0,0,-0.21870841440940214,0,-0.043549584850091166
0,0,-0.21340998135398404,0,-0.07695617291661733
0,0,-0.2518975286960766,0,-0.10797809981084278
0,0,-0.21997313933189883,0,-0.08083866158206438
0,0,-0.23178517539808724,0,-0.09386036323122748
0,0,-0.05811222060037735,1,0.04191029262478457
0,0,-0.13669361368607424,1,0.02510292448320578
0,0,-0.2872616943510329,0,-0.14361478088766727
0,0,-0.2578185425581385,0,-0.09064857102007534
0,0,-0.28374827955799814,0,-0.12230251906993617
0,0,-0.2445427382609886,0,-0.15589407930960714
0,0,-0.26084575154645845,0,-0.08644563624556478
0,0,-0.25568210660501967,0,-0.07586273963040657
0,0,-0.28379532386563167,0,-0.1811615253644332
0,0,-0.06047542115015203,0,-0.00031954102557796293
0,0,-0.25130247530518024,0,-0.10022439213421946
0,0,-0.2739614738044391,0,-0.15346702019877023
0,0,-0.23615972873375035,0,-0.07552838688566857
0,0,-0.26423804879449764,0,-0.15831523625045035
0,0,-0.2843428012767197,0,-0.10139778239340508
0,0,-0.2551919917115448,0,-0.11686613034624471
0,0,-0.23500644995712427,0,-0.12207531370161495
0,0,-0.26543100406223386,0,-0.08501716475867688
0,0,-0.2641640911037993,0,-0.16383223068089342
0,0,-0.2739978289039578,0,-0.11922137721462361
0,0,-0.25492293757786016,0,-0.07279034748008928
0,0,-0.28124121074328684,0,-0.1463422788103167
0,0,-0.2468617625685105,0,-0.13148052471656363
0,0,-0.2655623978420419,0,-0.0968146914427413
0,0,-0.24276885436187012,0,-0.1441649292562629
0,0,-0.2129637755336607,0,-0.09369226541712367
0,0,-0.2795265876765952,0,-0.13126112290310288
0,0,-0.2749596848626878,0,-0.0679594785248388
0,0,-0.25026245439340694,0,-0.10532413006703456
0,0,-0.2550558943554979,0,-0.11585452640248262
0,0,-0.21270372263904708,0,-0.136861164887163
0,0,-0.26784166991763564,0,-0.18530618111776065
0,0,-0.280415025975002,0,-0.18403450889755868
0,0,-0.23385325547629376,0,-0.09931642974152843
0,0,-0.20987704468932977,0,-0.06795299523508772
0,0,-0.27733868254792693,0,-0.11017104072140921
0,0,-0.2521910633419556,0,-0.08430099295814358
0,0,-0.27062158340450504,0,-0.09964520134549204
0,0,-0.2411293098343944,0,-0.11874950879504592
0,0,-0.2778941682775714,0,-0.16841395284894273
0,0,-0.25919280873374945,0,-0.1409145243291215
0,0,-0.27113335273276024,0,-0.10499130697288261
0,0,-0.2816088338651419,0,-0.09336043942061062
1,1,0.05752412695195808,1,0.16974456033924684
0,0,-0.2110007433189675,0,-0.12351996599193865
0,0,-0.24139485314457776,0,-0.11052925099570704
0,0,-0.22996765896730847,0,-0.10071119690919506
0,0,-0.28748642938860747,0,-0.13446959028909378
0,0,-0.2520468538405944,0,-0.09094759603888908
0,0,-0.16691461272452796,0,-0.03244860433416616
0,0,-0.25790237586910336,0,-0.0982889802383255
0,0,-0.2568005225062783,0,-0.11243689500389453
0,0,-0.2763987679993295,0,-0.15527397224161116
0,0,-0.2756435564702222,0,-0.10770019955741983
0,0,-0.11642144202045934,1,0.06694939812714266
0,0,-0.26842556306597487,0,-0.07642685707160463
0,0,-0.18172803431546591,0,-0.11447935585077934
0,0,-0.24779603914646514,0,-0.10457294723528471
0,0,-0.27022929766485876,0,-0.07427732819588262
0,0,-0.24512504070673746,0,-0.04056691064775797
0,0,-0.28328024071976304,0,-0.09655727932577046
0,0,-0.2619466125281834,0,-0.1229557245138041
0,0,-0.26799441772095073,0,-0.16017750409449905
0,0,-0.2633765307308123,0,-0.08279987344556372
0,0,-0.2294394983681684,0,-0.11738159028507417
0,0,-0.27157324178658926,0,-0.15531519670670318
0,0,-0.25761844588004634,0,-0.12455208429210679
0,0,-0.25558185221467244,0,-0.08954951869666927
0,0,-0.2905576322494495,0,-0.158555360955283
0,0,-0.27491945385629624,0,-0.16194606254992128
0,0,-0.2646018481490628,0,-0.09576041008205166
0,0,-0.24921238558534192,0,-0.05884122401330874
0,0,-0.19266114723286887,0,-0.022473737839152436
1,0,-0.09176905080291653,1,0.09172117892654028
0,0,-0.20522353641218521,0,-0.0202227805957034
0,0,-0.1403883383387453,0,-0.028234525440827718
0,0,-0.27383960671200963,0,-0.17139924276075702
0,0,-0.15686038576090766,0,-0.005465836205170355
0,0,-0.2764726167240672,0,-0.12504840374288506
0,0,-0.2773357731911611,0,-0.1027583922788533
0,0,-0.29002292838666904,0,-0.12925112548796114
0,0,-0.2824579191669841,0,-0.13523898250411232
0,0,-0.2870596878938603,0,-0.16829842974762493
0,0,-0.26134598801799447,0,-0.13601097444294874
0,0,-0.27556061289872763,0,-0.16275258670229203
0,0,-0.25203121179417814,0,-0.11580009418187981
0,0,-0.25819061053112546,0,-0.14212858329582662
0,0,-0.26355275546535245,0,-0.1258213260425104
0,0,-0.24785896211787556,0,-0.11704088896046633
0,0,-0.17306297655860237,0,-0.05170454486352488
0,0,-0.2897326208862936,0,-0.18271623906041828
0,0,-0.1441028581291781,0,-0.016714785847415897
0,0,-0.23207995159121014,0,-0.09064887549770895
0,0,-0.26016529860162235,0,-0.09342117489907492
0,0,-0.2152698581077378,0,-0.06994027105598297
0,0,-0.27663534586535116,0,-0.0965109880135922
0,0,-0.2250548648785003,0,-0.071207971351401
0,0,-0.25476428635680254,0,-0.16446501549760534
0,0,-0.20282279872150005,0,-0.10626764259149574
0,0,-0.2815664276531758,0,-0.16630639130804203
0,0,-0.24974625807705508,0,-0.12038377318406424
0,0,-0.237110179471881,0,-0.08935978172684483
0,0,-0.265283397706598,0,-0.10854780234649741
0,0,-0.2727412335033224,0,-0.09298475874403034
0,0,-0.28139716996961733,0,-0.13690783415146335
0,0,-0.2795144967048218,0,-0.1368723638434889
0,0,-0.19845143901133644,0,-0.09325824471820188
0,0,-0.22367569453112351,0,-0.0629433198310761
0,0,-0.25063433840664767,0,-0.15247917917293474
0,0,-0.22732823723196754,0,-0.13370555176922805
0,0,-0.2536390033716977,0,-0.09123107422411275
0,0,-0.20968004967144455,0,-0.041717809468929834
0,0,-0.2642578766490062,0,-0.09037658986598657
0,0,-0.24018180775947484,0,-0.04630870452200911
0,0,-0.1474860968652837,0,-0.003341370194564819
0,0,-0.2537342412172959,0,-0.05617699452815034
0,0,-0.2591623287195892,0,-0.0802823615255931
0,0,-0.15448842760802145,0,-0.06404666845020071
0,0,-0.24272887700230478,0,-0.10911962030111227
0,0,-0.2404227037762473,0,-0.06862626772682368
0,0,-0.2668880774214192,0,-0.08364592761914458
0,0,-0.2686395090957386,0,-0.06663243030775573
0,0,-0.23632691588994736,0,-0.14767654673556035
0,0,-0.24901037601918913,0,-0.11330388194318236
0,0,-0.26172615357631585,0,-0.07825282999960886
0,0,-0.2691750860346092,0,-0.14209024640095458
0,0,-0.23948169323608604,0,-0.1308270717389612
0,0,-0.265583777166436,0,-0.07115748664558291
0,0,-0.25498486902591666,0,-0.11438224095568733
0,0,-0.2745444707613964,0,-0.11169205093216616
0,0,-0.21074011995657616,0,-0.07202913617533147
0,0,-0.11726110120931965,1,0.034185119638512756
0,0,-0.28159289634141227,0,-0.11572467397036745
0,0,-0.2693688976144704,0,-0.1927154729772136
0,0,-0.132208153581996,1,0.01608323626050931
0,0,-0.26532342602309583,0,-0.11113419878109071
0,0,-0.2863202012210863,0,-0.16375265388039356
0,0,-0.27033715169902856,0,-0.12056523651113471
0,0,-0.2221095616811548,0,-0.09083312325855436
0,0,-0.22350301194922273,0,-0.10325421727328354
0,0,-0.2594647613593869,0,-0.06722099546387175
0,0,-0.2712803282834655,0,-0.094518459700352
0,0,-0.2811507851604741,0,-0.11318154842024225
0,0,-0.25576875918295644,0,-0.0673792971779981
0,0,-0.23666996631320725,0,-0.0687892297855475
0,0,-0.27336874260181643,0,-0.1482029314458873
0,0,-0.20858964429759375,0,-0.048992190090510895
0,0,-0.2748265505758479,0,-0.1246930077292524
0,0,-0.17262635843575858,0,-0.010148949857505474
0,0,-0.26229686158513826,0,-0.12402188324328034
0,0,-0.09940887130574616,0,-0.015989429948591094
0,0,-0.22243917632490084,0,-0.07074008391528813
0,0,-0.2732864515285324,0,-0.20065676096627028
0,0,-0.2684767293928369,0,-0.08784250217761946
0,0,-0.23907812895189423,0,-0.1002969173613894
0,0,-0.22555482554518808,0,-0.09001770448662894
0,0,-0.23925240992899943,0,-0.03648094476713262
0,0,-0.2840962271826531,0,-0.10968123879723357
0,0,-0.29071392770581733,0,-0.11880313657048874
0,0,-0.26444039150650506,0,-0.1530450396039889
0,0,-0.2782125662055205,0,-0.14897482556067732
0,0,-0.22195846339097025,0,-0.04425529530791669
0,0,-0.2598019183617971,0,-0.16504362363898156
0,0,-0.23702302902254996,0,-0.12279941221208251
0,0,-0.24324580271360052,0,-0.06598533053744784
0,0,-0.2070916446223089,0,-0.15496497060824982
0,0,-0.2779624639124049,0,-0.1688298390270228
0,0,-0.28371655822501574,0,-0.10529671248778005
0,0,-0.24008647564829994,0,-0.1619774428356186
0,0,-0.26030655021569726,0,-0.16178117131496128
0,0,-0.2692364509565855,0,-0.09184323171436343
0,0,-0.264919583656979,0,-0.07487279794654753
0,0,-0.25780445853210554,0,-0.08188884320174739
0,0,-0.24838187862478434,0,-0.10070354705860707
0,0,-0.2358008417288004,0,-0.14238556500812222
0,0,-0.2466632942203904,0,-0.07037688213419946
0,0,-0.27948232501280185,0,-0.14466534515840102
0,0,-0.2517300857011353,0,-0.08367070578745733
0,0,-0.25630145179851527,0,-0.08852968144917867
0,0,-0.2615203531850496,0,-0.13225746827966922
0,0,-0.24420796540237227,0,-0.08685503020470342
0,0,-0.27085026764139436,0,-0.12525976089579494
0,0,-0.2517404399512292,0,-0.1836048856889178
0,0,-0.24035224133491656,0,-0.1377594841439137
0,0,-0.025361159673122913,1,1.7007854350326035e-05
0,0,-0.2263813599831917,0,-0.0518583669724256
0,0,-0.23224805527916514,0,-0.11914770315536816
0,0,-0.2841129596752293,0,-0.13138634218043588
0,0,-0.27933404462102907,0,-0.10626707772248117
0,0,-0.2713191520706878,0,-0.16666521743718904
0,0,-0.23848790147612292,0,-0.06616039202231444
0,0,-0.2848979340513555,0,-0.11914540424528464
0,0,-0.07623303625786526,1,0.016034855278302534
0,0,-0.19051358781633831,0,-0.02898896712657728
0,0,-0.21909696206246748,0,-0.10377086922199036
0,0,-0.2791043233253998,0,-0.17409167760985106
0,0,-0.26625411565893137,0,-0.14098690880794407
0,0,-0.25104978877515705,0,-0.13688680106592416
0,0,-0.21628187030801754,0,-0.08687245834815094
0,0,-0.21366909962119374,0,-0.07950560557210629
0,0,-0.2769768650847795,0,-0.17254877733737345
0,0,-0.28558300805615194,0,-0.14051156494104505
0,0,-0.2776053726103401,0,-0.1164214242010157
0,0,-0.29344831155058676,0,-0.1283448659939213
0,0,-0.20380934216683078,0,-0.03655907683864265
0,0,-0.22502116765317448,0,-0.09191075857391157
0,0,-0.24625671587589598,0,-0.050634009119411155
0,0,-0.20251602055187118,0,-0.05442519034488069
0,0,-0.2357042915666352,0,-0.12263242710427136
0,0,-0.2623820458821964,0,-0.08941001071040838
0,0,-0.19427652040046667,0,-0.057711972990370175
0,0,-0.24783993978294716,0,-0.06008356475126167
0,0,-0.2329259364454035,0,-0.10203851823209448
0,0,-0.2780658717098731,0,-0.16858110498864864
0,0,-0.2822949158228221,0,-0.09159401340656842
0,0,-0.2066617387484082,0,-0.10251678546512616
0,0,-0.26880257363195875,0,-0.1128621118759554
0,0,-0.28436526625809166,0,-0.10171157732920189
0,0,-0.2759457812401416,0,-0.0868071577906529
0,0,-0.2563667858864918,0,-0.08597678647518214
0,0,-0.2395820484602899,0,-0.04982388163911383
0,0,-0.26267607493544826,0,-0.10920211462052781
0,0,-0.2745054691021465,0,-0.12807298356884678
0,0,-0.24248957241764707,0,-0.07866381649492926
0,0,-0.261613983604442,0,-0.11325620129760078
